#Operon 	Genes in Operon
522 	[('16079844', 2852661, 2853947, '-', 'obgE'), ('16079845', 2853981, 2854559, '-', 'spo0B')]
523 	[('16079846', 2854880, 2855164, '-', 'rpmA'), ('255767640', 2855177, 2855515, '-', 'ysxB'), ('16079848', 2855518, 2855826, '-', 'rplU')]
524 	[('16079849', 2855973, 2856839, '-', 'spoIVFB'), ('16079850', 2856832, 2857626, '-', 'spoIVFA')]
525 	[('16079851', 2857776, 2858582, '-', 'minD'), ('16079852', 2858584, 2859264, '-', 'minC')]
526 	[('16079853', 2859317, 2859835, '-', 'mreD'), ('255767641', 2859832, 2860704, '-', 'mreC'), ('255767642', 2860735, 2861748, '-', 'mreB')]
527 	[('16079856', 2861840, 2862535, '-', 'radC'), ('16079857', 2862572, 2863141, '-', 'maf')]
528 	[('16079862', 2869964, 2870989, '-', 'ysxE'), ('16079863', 2871022, 2872749, '-', 'spoVID')]
529 	[('16079864', 2872880, 2874172, '-', 'hemL'), ('16079865', 2874202, 2875176, '-', 'hemB'), ('16079866', 2875173, 2875961, '-', 'hemD'), ('16079867', 2875951, 2876895, '-', 'hemC'), ('255767646', 2876928, 2877758, '-', 'hemX'), ('16079869', 2877766, 2879133, '-', 'hemA')]
530 	[('16079871', 2879882, 2880469, '-', 'engB'), ('16079872', 2880466, 2882790, '-', 'lonA')]
531 	[('16079877', 2888940, 2889539, '-', 'leuD'), ('16079878', 2889552, 2890970, '-', 'leuC')]
532 	[('255767650', 2891020, 2892117, '-', 'leuB'), ('16079880', 2892138, 2893694, '-', 'leuA'), ('16079881', 2893681, 2894709, '-', 'ilvC'), ('255767651', 2894733, 2895251, '-', 'ilvH'), ('16079883', 2895248, 2896972, '-', 'ilvB')]
533 	[('255767653', 2900020, 2900529, '-', 'ysnB'), ('16079888', 2900545, 2901141, '-', 'ysnA'), ('16079889', 2901154, 2901891, '-', 'rph')]
534 	[('255767654', 2903217, 2904035, '-', 'racE'), ('16079892', 2904043, 2904483, '-', 'ysmB')]
535 	[('16079895', 2905571, 2906332, '-', 'sdhB'), ('255767656', 2906335, 2908095, '-', 'sdhA'), ('16079897', 2908129, 2908737, '-', 'sdhC')]
536 	[('16079904', 2915365, 2916342, '-', 'etfA'), ('16079905', 2916378, 2917151, '-', 'etfB'), ('16079906', 2917166, 2917942, '-', 'ysiB'), ('16079907', 2917957, 2918541, '-', 'fadR')]
537 	[('16079909', 2920517, 2920921, '-', 'yshE'), ('16079910', 2920936, 2923293, '-', 'mutSB'), ('16079911', 2923314, 2925026, '-', 'yshC')]
538 	[('16079912', 2925100, 2925633, '-', 'yshB'), ('16079913', 2925640, 2925897, '-', 'yshA')]
539 	[('16079915', 2927008, 2929422, '-', 'pheT'), ('16079916', 2929438, 2930472, '-', 'pheS')]
540 	[('16079920', 2933185, 2934597, '+', 'glcD'), ('16079921', 2934594, 2935928, '+', 'glcF')]
541 	[('255767661', 2938330, 2939832, '-', 'abfA'), ('255767662', 2939851, 2940696, '-', 'araQ'), ('16079926', 2940697, 2941638, '-', 'araP'), ('255767663', 2941674, 2942975, '-', 'araN'), ('16079928', 2943006, 2944190, '-', 'araM'), ('16079929', 2944187, 2945005, '-', 'araL'), ('16079930', 2944983, 2945672, '-', 'araD'), ('16079931', 2945689, 2947371, '-', 'araB'), ('255767664', 2947385, 2948875, '-', 'araA')]
542 	[('16079937', 2952224, 2952583, '-', 'rplT'), ('16079938', 2952615, 2952815, '-', 'rpmI'), ('16079939', 2952828, 2953349, '-', 'infC')]
543 	[('16079942', 2954492, 2955187, '-', 'ysbB'), ('16079943', 2955209, 2955649, '-', 'ysbA')]
544 	[('16079944', 2955783, 2956508, '-', 'lytT'), ('16079945', 2956486, 2958267, '-', 'lytS')]
545 	[('16079949', 2962510, 2963151, '-', 'ytxB'), ('16079950', 2963185, 2964120, '-', 'dnaI'), ('16079951', 2964148, 2965566, '-', 'dnaB')]
546 	[('16079956', 2968824, 2970014, '+', 'ytbD'), ('16079957', 2970038, 2970880, '+', 'ytbE')]
547 	[('16079958', 2970922, 2971515, '-', 'coaE'), ('255767670', 2971531, 2972163, '-', 'ytaF')]
548 	[('255767671', 2972329, 2973159, '-', 'mutM'), ('16079961', 2973182, 2975824, '-', 'polA')]
549 	[('16079962', 2976068, 2977807, '-', 'phoR'), ('255767672', 2977800, 2978522, '-', 'phoP')]
550 	[('16079964', 2978734, 2979672, '-', 'mdh'), ('16079965', 2979716, 2980987, '-', 'icd')]
551 	[('16079970', 2984788, 2986545, '-', 'pyk'), ('16079971', 2986588, 2987547, '-', 'pfkA')]
552 	[('16079972', 2987731, 2988708, '-', 'accA'), ('255767673', 2988693, 2989565, '-', 'accD')]
553 	[('255767674', 2994756, 2995097, '+', 'ytrH'), ('255767675', 2995067, 2995597, '+', 'ytrI')]
554 	[('16079980', 2998796, 2999698, '-', 'ytnM'), ('16079981', 2999717, 3000967, '-', 'ytnL'), ('16079982', 3000985, 3001677, '-', 'rbfK'), ('16079983', 3001724, 3003052, '-', 'ytnJ'), ('16079984', 3003049, 3003330, '-', 'ytnI'), ('16079985', 3003345, 3004349, '-', 'ytmO'), ('16079986', 3004346, 3005125, '-', 'tcyN'), ('16079987', 3005122, 3005829, '-', 'tcyM'), ('16079988', 3005859, 3006578, '-', 'tcyL'), ('16079989', 3006600, 3007412, '-', 'tcyK'), ('16079990', 3007426, 3008235, '-', 'tcyJ'), ('16079991', 3008249, 3008785, '-', 'ytmI')]
555 	[('16079996', 3011751, 3013136, '-', 'argH'), ('16079997', 3013133, 3014344, '-', 'argG')]
556 	[('16080002', 3018309, 3018764, '-', 'ytfJ'), ('16080003', 3018778, 3019458, '-', 'ytfI')]
557 	[('16080004', 3019533, 3020027, '-', 'yteJ'), ('16080005', 3020040, 3021047, '-', 'sppA')]
558 	[('16080007', 3022068, 3023657, '-', 'ytcJ'), ('255767678', 3023677, 3025266, '-', 'ytcI')]
559 	[('255767679', 3025748, 3026953, '-', 'ytbJ'), ('16080011', 3026957, 3028102, '-', 'iscS')]
560 	[('255767681', 3038060, 3038203, '-', 'ytzK'), ('16080020', 3038213, 3039931, '-', 'acsA')]
561 	[('16080021', 3040092, 3040724, '+', 'acuA'), ('16080022', 3040751, 3041395, '+', 'acuB'), ('16080023', 3041392, 3042555, '+', 'acuC')]
562 	[('16080024', 3042566, 3043294, '-', 'ytxE'), ('16080025', 3043284, 3044102, '-', 'ytxD')]
563 	[('16080028', 3046757, 3047083, '-', 'ytxJ'), ('255767682', 3047107, 3047562, '-', 'ytxH'), ('255767683', 3047593, 3048015, '-', 'ytxG')]
564 	[('16080034', 3052743, 3053348, '-', 'ytpR'), ('16080035', 3053364, 3054173, '-', 'ytpQ'), ('16080036', 3054188, 3054511, '-', 'ytpP')]
565 	[('255767686', 3061651, 3063807, '-', 'amyX'), ('16080046', 3063833, 3064762, '-', 'ytlR'), ('16080047', 3064811, 3065725, '-', 'ytlQ'), ('16080048', 3065751, 3066302, '-', 'ytlP')]
566 	[('16080052', 3070246, 3071403, '-', 'ythQ'), ('16080053', 3071400, 3072110, '-', 'ythP')]
567 	[('16080061', 3078643, 3079311, '-', 'yteU'), ('16080062', 3079333, 3080619, '-', 'yteT'), ('255767689', 3080631, 3081134, '-', 'yteS'), ('255767690', 3081131, 3082243, '-', 'yteR'), ('255767691', 3082260, 3083225, '-', 'yteP')]
568 	[('255767692', 3085800, 3087296, '-', 'ytcQ'), ('16080069', 3087321, 3088181, '-', 'ytcP')]
569 	[('16080072', 3090482, 3091489, '-', 'bioB'), ('16080073', 3091492, 3092187, '-', 'bioD'), ('16080074', 3092184, 3093353, '-', 'bioF'), ('16080075', 3093343, 3094689, '-', 'bioA'), ('255767694', 3094679, 3095455, '-', 'bioW')]
570 	[('16080078', 3096782, 3097816, '+', 'msmR'), ('16080079', 3097850, 3099130, '+', 'msmE'), ('16080080', 3099123, 3100034, '+', 'amyD'), ('16080081', 3100031, 3100861, '+', 'amyC'), ('16080082', 3100881, 3102179, '+', 'melA')]
571 	[('16080089', 3109397, 3111337, '-', 'bceB'), ('16080090', 3111327, 3112088, '-', 'bceA')]
572 	[('16080091', 3112190, 3113194, '-', 'bceS'), ('16080092', 3113187, 3113882, '-', 'bceR')]
573 	[('16080093', 3113979, 3115289, '-', 'ytrF'), ('16080094', 3115279, 3115974, '-', 'ytrE'), ('16080095', 3115989, 3116966, '-', 'ytrD'), ('16080096', 3116996, 3117982, '-', 'ytrC'), ('16080097', 3117976, 3118854, '-', 'ytrB'), ('16080098', 3118847, 3119239, '-', 'ytrA')]
574 	[('16080100', 3119999, 3120967, '+', 'ytqA'), ('16080101', 3120964, 3121548, '+', 'ytqB')]
575 	[('16080102', 3121538, 3122641, '-', 'ytpB'), ('16080103', 3122662, 3123441, '-', 'ytpA')]
576 	[('255767699', 3132370, 3133374, '+', 'ytlA'), ('16080113', 3133387, 3134169, '+', 'ytlC'), ('16080114', 3134144, 3134956, '+', 'ytlD')]
577 	[('255767701', 3139431, 3140762, '+', 'ythA'), ('16080124', 3140806, 3141846, '+', 'ythB')]
578 	[('16080126', 3142077, 3142964, '-', 'mntD'), ('16080127', 3142954, 3144261, '-', 'mntC'), ('16080128', 3144267, 3145019, '-', 'mntB'), ('16080129', 3145038, 3145958, '-', 'mntA')]
579 	[('16080130', 3146238, 3147353, '-', 'menC'), ('16080131', 3147350, 3148810, '-', 'menE')]
580 	[('16080132', 3148901, 3149716, '-', 'menB'), ('16080133', 3149751, 3150575, '-', 'ytxM'), ('16080134', 3150563, 3152305, '-', 'menD'), ('16080135', 3152302, 3153717, '-', 'menF')]
581 	[('16080138', 3155725, 3157011, '+', 'ytcA'), ('16080139', 3157008, 3157958, '+', 'ytcB'), ('16080140', 3157961, 3159184, '+', 'ytcC')]
582 	[('16080141', 3159258, 3159689, '-', 'ytxO'), ('16080142', 3159691, 3160746, '-', 'cotS'), ('16080143', 3160761, 3161894, '-', 'cotSA')]
583 	[('16080146', 3163735, 3166131, '-', 'glgP'), ('16080147', 3166118, 3167572, '-', 'glgA'), ('16080148', 3167569, 3168600, '-', 'glgD'), ('16080149', 3168624, 3169766, '-', 'glgC'), ('16080150', 3169763, 3171646, '-', 'glgB')]
584 	[('16080152', 3179926, 3180447, '-', 'yuaI'), ('16080153', 3180465, 3181994, '-', 'yuaG'), ('16080154', 3182015, 3182539, '-', 'yuaF')]
585 	[('255767703', 3183867, 3185075, '-', 'gbsB'), ('16080158', 3185092, 3186564, '-', 'gbsA')]
586 	[('16080161', 3188414, 3189082, '+', 'ktrA'), ('16080162', 3189089, 3190426, '+', 'ktrB')]
587 	[('16080170', 3197933, 3199207, '-', 'yulE'), ('16080171', 3199233, 3199547, '-', 'yulD'), ('16080172', 3199565, 3201022, '-', 'yulC'), ('16080173', 3201027, 3201803, '-', 'yulB')]
588 	[('255767709', 3216163, 3217452, '-', 'yugS'), ('16080183', 3217496, 3218173, '-', 'yugP'), ('255767710', 3218215, 3218478, '-', 'yuzI')]
589 	[('255767711', 3218525, 3218857, '+', 'mstX'), ('255767712', 3218854, 3219840, '+', 'yugO')]
590 	[('50812284', 3225772, 3226932, '-', 'alaT'), ('16080193', 3226933, 3227433, '-', 'yugG')]
591 	[('255767715', 3230067, 3231353, '+', 'kinB'), ('16080198', 3231399, 3231785, '+', 'kapB')]
592 	[('255767716', 3233911, 3235785, '+', 'pbpD'), ('16080202', 3235806, 3236219, '+', 'yuxK')]
593 	[('16080204', 3237157, 3238758, '+', 'yufL'), ('16080205', 3238751, 3239458, '+', 'yufM')]
594 	[('16080207', 3241085, 3242617, '+', 'yufO'), ('16080208', 3242610, 3243656, '+', 'yufP'), ('16080209', 3243657, 3244616, '+', 'yufQ')]
595 	[('161511068', 3246598, 3249003, '+', 'mrpA'), ('16080213', 3248996, 3249427, '+', 'mrpB'), ('255767719', 3249427, 3249768, '+', 'mrpC'), ('255767720', 3249761, 3251242, '+', 'mrpD'), ('255767721', 3251248, 3251724, '+', 'mrpE'), ('255767722', 3251724, 3252008, '+', 'mrpF'), ('16080217', 3251992, 3252366, '+', 'mrpG')]
596 	[('255767723', 3252405, 3252785, '-', 'yuxO'), ('16080219', 3252804, 3253448, '-', 'comA')]
597 	[('255767724', 3253529, 3255838, '-', 'comP'), ('16080221', 3255853, 3256020, '-', 'comX'), ('255767725', 3256008, 3256907, '-', 'comQ')]
598 	[('16080226', 3259403, 3260875, '-', 'yueK'), ('16080227', 3260891, 3261442, '-', 'pncA')]
599 	[('16080236', 3266200, 3266655, '-', 'yueC'), ('16080237', 3266687, 3269917, '-', 'yueB'), ('255767727', 3269914, 3274401, '-', 'yukB')]
600 	[('16080240', 3274462, 3275817, '-', 'yukC'), ('16080241', 3275832, 3276071, '-', 'yukD')]
601 	[('255767731', 3280294, 3280503, '-', 'ybdZ'), ('255767732', 3280519, 3287655, '-', 'dhbF'), ('16080250', 3287675, 3288613, '-', 'dhbB'), ('16080251', 3288641, 3290260, '-', 'dhbE'), ('255767733', 3290289, 3291485, '-', 'dhbC'), ('255767734', 3291511, 3292296, '-', 'dhbA')]
602 	[('255767738', 3304096, 3304719, '-', 'paiB'), ('16080268', 3304743, 3305261, '-', 'paiA')]
603 	[('16080277', 3312844, 3313773, '-', 'thrB'), ('16080278', 3313770, 3314828, '-', 'thrC'), ('16080279', 3314828, 3316129, '-', 'hom')]
604 	[('16080282', 3318029, 3318799, '-', 'yutF'), ('16080283', 3318828, 3319262, '-', 'yutE'), ('255767741', 3319286, 3319561, '-', 'yutD')]
605 	[('16080290', 3323670, 3325058, '-', 'yunD'), ('16080291', 3325078, 3325899, '-', 'yunE'), ('255767743', 3325917, 3326765, '-', 'yunF'), ('16080293', 3326803, 3327150, '-', 'yunG')]
606 	[('16080296', 3330502, 3331851, '+', 'pucJ'), ('16080297', 3331857, 3333149, '+', 'pucK'), ('16080298', 3333162, 3334646, '+', 'pucL'), ('255767744', 3334646, 3334990, '+', 'pucM')]
607 	[('16080300', 3335751, 3336272, '-', 'pucE'), ('16080301', 3336263, 3338500, '-', 'pucD'), ('16080302', 3338501, 3339334, '-', 'pucC'), ('255767746', 3339331, 3339948, '-', 'pucB'), ('16080304', 3339945, 3340937, '-', 'pucA')]
608 	[('16080305', 3341166, 3342416, '-', 'pucG'), ('16080306', 3342433, 3343671, '-', 'yurH')]
609 	[('16080310', 3347051, 3347905, '-', 'frlD'), ('16080311', 3347919, 3348821, '-', 'frlM'), ('16080312', 3348825, 3349703, '-', 'frlN')]
610 	[('50812290', 3354066, 3354212, '+', 'sspG'), ('16080317', 3354212, 3354487, '+', 'yurS')]
611 	[('16080319', 3355593, 3356990, '-', 'sufB'), ('16080320', 3357011, 3357454, '-', 'iscU'), ('16080321', 3357444, 3358664, '-', 'sufS'), ('16080322', 3358664, 3359977, '-', 'sufD'), ('16080323', 3359995, 3360780, '-', 'sufC')]
612 	[('16080325', 3361767, 3362591, '-', 'metN'), ('16080326', 3362605, 3363273, '-', 'metP'), ('16080327', 3363266, 3364291, '-', 'metQ')]
613 	[('16080329', 3365069, 3365389, '-', 'yusE'), ('16080330', 3365391, 3365831, '-', 'yusF'), ('16080331', 3365831, 3366067, '-', 'yusG')]
614 	[('16080334', 3367040, 3368824, '-', 'fadE'), ('16080335', 3368839, 3370014, '-', 'yusK'), ('16080336', 3370025, 3372472, '-', 'fadN')]
615 	[('255767750', 3373743, 3373988, '+', 'yuzM'), ('16080338', 3374001, 3374333, '+', 'yusN')]
616 	[('16080339', 3374492, 3374959, '+', 'yusO'), ('16080340', 3374956, 3376581, '+', 'yusP')]
617 	[('16080341', 3376617, 3377000, '-', 'yusQ'), ('16080342', 3377019, 3377408, '-', 'yusR'), ('16080343', 3377430, 3377759, '-', 'yusS')]
618 	[('16080345', 3378800, 3379087, '-', 'yusU'), ('16080346', 3379112, 3379939, '-', 'yusV')]
619 	[('16080354', 3385724, 3386401, '+', 'cssR'), ('255767751', 3386398, 3387753, '+', 'cssS')]
620 	[('255767754', 3390782, 3392230, '+', 'gerAA'), ('16080359', 3392199, 3393296, '+', 'gerAB'), ('16080360', 3393293, 3394414, '+', 'gerAC')]
621 	[('16080361', 3394422, 3395057, '-', 'liaR'), ('16080362', 3395035, 3396117, '-', 'liaS'), ('16080363', 3396114, 3396839, '-', 'liaF'), ('255767755', 3396873, 3397745, '-', 'liaG')]
622 	[('16080365', 3397846, 3398523, '-', 'liaH'), ('16080366', 3398550, 3398930, '-', 'liaI')]
623 	[('255767756', 3400537, 3401118, '-', 'yvqK'), ('16080369', 3401141, 3402469, '-', 'yvrA'), ('16080370', 3402469, 3403530, '-', 'yvrB'), ('16080371', 3403493, 3404437, '-', 'yvrC')]
624 	[('255767757', 3406614, 3408356, '-', 'yvrG'), ('255767758', 3408353, 3409066, '-', 'yvrH')]
625 	[('255767759', 3409219, 3409458, '-', 'rsoA'), ('255767760', 3409462, 3409992, '-', 'sigO')]
626 	[('255767762', 3412128, 3413357, '-', 'yvrN'), ('50812293', 3413350, 3414039, '-', 'yvrO'), ('16080382', 3414023, 3415216, '-', 'yvrP')]
627 	[('16080383', 3415387, 3416196, '-', 'fhuC'), ('16080384', 3416212, 3417222, '-', 'fhuG'), ('16080385', 3417222, 3418376, '-', 'fhuB')]
628 	[('16080391', 3425272, 3426054, '+', 'yvgL'), ('255767763', 3426035, 3426718, '+', 'yvgM')]
629 	[('16080396', 3430598, 3432313, '-', 'yvgQ'), ('16080397', 3432339, 3434156, '-', 'cysJ')]
630 	[('16080400', 3437644, 3438060, '-', 'bdbC'), ('16080401', 3438065, 3438733, '-', 'bdbD')]
631 	[('16080409', 3448295, 3448696, '-', 'yvaD'), ('16080410', 3448693, 3449052, '-', 'yvaE'), ('16080411', 3449049, 3449621, '-', 'yvaF')]
632 	[('16080414', 3451863, 3454202, '-', 'rnr'), ('16080415', 3454221, 3454967, '-', 'yvaK')]
633 	[('16080419', 3456667, 3457074, '+', 'rghRA'), ('16080420', 3457104, 3457523, '+', 'rghRB')]
634 	[('16080423', 3459806, 3460486, '-', 'opuBD'), ('16080424', 3460503, 3461423, '-', 'opuBC'), ('16080425', 3461435, 3462088, '-', 'opuBB'), ('16080426', 3462105, 3463250, '-', 'opuBA')]
635 	[('16080428', 3464289, 3464765, '+', 'sdpA'), ('16080429', 3464762, 3465733, '+', 'sdpB'), ('16080430', 3465776, 3466387, '+', 'spbC')]
636 	[('16080431', 3466434, 3467057, '-', 'sdpI'), ('16080432', 3467054, 3467326, '-', 'sdpR')]
637 	[('16080433', 3467546, 3468235, '-', 'opuCD'), ('16080434', 3468253, 3469164, '-', 'opuCC'), ('16080435', 3469184, 3469837, '-', 'opuCB'), ('16080436', 3469860, 3471002, '-', 'opuCA')]
638 	[('16080443', 3476555, 3477847, '-', 'eno'), ('16080444', 3477877, 3479412, '-', 'pgm'), ('16080445', 3479405, 3480166, '-', 'tpiA'), ('16080446', 3480197, 3481381, '-', 'pgk')]
639 	[('16080447', 3481698, 3482705, '-', 'gapA'), ('16080448', 3482752, 3483774, '-', 'cggR')]
640 	[('16080456', 3492797, 3493519, '-', 'yvbY'), ('16080457', 3493519, 3494958, '-', 'yvfW'), ('16080458', 3494985, 3495701, '-', 'yvfV')]
641 	[('16080459', 3495876, 3496478, '-', 'yvfU'), ('16080460', 3496495, 3497481, '-', 'yvfT')]
642 	[('16080461', 3497614, 3498351, '-', 'yvfS'), ('16080462', 3498352, 3499257, '-', 'yvfR')]
643 	[('16080463', 3499541, 3500350, '+', 'rsbQ'), ('16080464', 3500386, 3501597, '+', 'rsbP')]
644 	[('16080466', 3503020, 3505083, '-', 'ganA'), ('16080467', 3505102, 3505953, '-', 'ganQ'), ('16080468', 3505957, 3507213, '-', 'ganP'), ('16080469', 3507253, 3508518, '-', 'cycB')]
645 	[('16080475', 3514115, 3515083, '-', 'epsO'), ('50812296', 3515062, 3516228, '-', 'epsN'), ('16080477', 3516233, 3516883, '-', 'epsM'), ('16080478', 3516880, 3517488, '-', 'epsL'), ('255767769', 3517485, 3519002, '-', 'epsK'), ('16080481', 3518999, 3520033, '-', 'epsJ'), ('16080482', 3520030, 3521106, '-', 'epsI'), ('16080483', 3521111, 3522145, '-', 'epsH'), ('16080484', 3522170, 3523273, '-', 'epsG'), ('16080485', 3523270, 3524424, '-', 'epsF'), ('255767770', 3524417, 3525253, '-', 'epsE'), ('16080487', 3525250, 3526395, '-', 'epsD'), ('16080488', 3526407, 3528203, '-', 'epsC')]
646 	[('16080489', 3528462, 3529145, '-', 'epsB'), ('16080490', 3529151, 3529855, '-', 'epsA')]
647 	[('16080493', 3532325, 3532810, '-', 'padC'), ('16080494', 3532833, 3533120, '-', 'yveG')]
648 	[('16080496', 3533419, 3534102, '-', 'racX'), ('16080497', 3534118, 3535473, '-', 'pbpE')]
649 	[('16080502', 3541488, 3541823, '+', 'yvdS'), ('16080503', 3541823, 3542143, '+', 'yvdR')]
650 	[('16080508', 3546873, 3547553, '-', 'pgcM'), ('16080509', 3547550, 3549235, '-', 'malL'), ('16080510', 3549228, 3551501, '-', 'yvdK'), ('16080511', 3551479, 3552363, '-', 'yvdJ'), ('16080512', 3552369, 3553205, '-', 'mdxG'), ('16080513', 3553206, 3554513, '-', 'mdxF'), ('16080514', 3554553, 3555806, '-', 'mdxE')]
651 	[('16080519', 3559979, 3561571, '-', 'yvdB'), ('16080520', 3561590, 3562183, '-', 'yvdA')]
652 	[('16080522', 3563581, 3565521, '-', 'yvcS'), ('16080523', 3565496, 3566275, '-', 'yvcR')]
653 	[('16080524', 3566358, 3567428, '-', 'yvcQ'), ('16080525', 3567422, 3568135, '-', 'yvcP')]
654 	[('16080526', 3568527, 3569291, '-', 'yvcN'), ('16080527', 3569292, 3569549, '-', 'crh'), ('16080528', 3569573, 3570523, '-', 'whiA'), ('50812297', 3570546, 3571499, '-', 'yvcK'), ('16080530', 3571501, 3572388, '-', 'yvcJ'), ('16080531', 3572413, 3572889, '-', 'yvcI')]
655 	[('16080536', 3579679, 3580038, '-', 'yvzA'), ('16080537', 3580053, 3581963, '-', 'yvcB'), ('16080538', 3581965, 3582690, '-', 'yvcA')]
656 	[('16080539', 3582936, 3583565, '-', 'hisI'), ('16080540', 3583562, 3584320, '-', 'hisF'), ('16080541', 3584317, 3585054, '-', 'hisA'), ('16080542', 3585051, 3585689, '-', 'hisH'), ('16080543', 3585690, 3586274, '-', 'hisB'), ('16080544', 3586271, 3587554, '-', 'hisD'), ('16080545', 3587551, 3588192, '-', 'hisG'), ('16080546', 3588185, 3589360, '-', 'hisZ')]
657 	[('16080549', 3591288, 3591806, '-', 'yvoF'), ('16080550', 3591810, 3592460, '-', 'hprP'), ('16080551', 3592457, 3593395, '-', 'yvoD'), ('16080552', 3593419, 3594228, '-', 'lgt'), ('16080553', 3594242, 3595174, '-', 'hprK')]
658 	[('16080554', 3595356, 3596546, '+', 'nagA'), ('16080555', 3596543, 3597271, '+', 'nagBA'), ('16080556', 3597289, 3598020, '+', 'yvoA')]
659 	[('16080559', 3602588, 3603805, '-', 'cypX'), ('16080560', 3603821, 3604567, '-', 'yvmC')]
660 	[('16080561', 3604993, 3605502, '+', 'yvmB'), ('16080562', 3605523, 3606734, '+', 'yvmA')]
661 	[('16080563', 3606762, 3607121, '-', 'yvlD'), ('16080564', 3607123, 3607320, '-', 'yvlC'), ('16080565', 3607325, 3608422, '-', 'yvlB'), ('16080566', 3608447, 3608773, '-', 'yvlA')]
662 	[('16080569', 3610064, 3612937, '-', 'uvrA'), ('16080570', 3612945, 3614930, '-', 'uvrB')]
663 	[('16080573', 3618364, 3618933, '+', 'yvkB'), ('16080574', 3618964, 3620298, '+', 'yvkA')]
664 	[('16080578', 3623938, 3624828, '-', 'ftsX'), ('16080579', 3624821, 3625507, '-', 'ftsE')]
665 	[('16080580', 3625741, 3626079, '-', 'cccB'), ('16080581', 3626128, 3626973, '-', 'yvjA')]
666 	[('255767772', 3631763, 3632140, '-', 'yvzG'), ('16080585', 3632150, 3632491, '-', 'fliT'), ('16080586', 3632488, 3632889, '-', 'fliS'), ('16080587', 3632911, 3634407, '-', 'fliD'), ('16080588', 3634425, 3634754, '-', 'yvyC')]
667 	[('16080590', 3636046, 3636270, '-', 'csrA'), ('16080591', 3636264, 3636695, '-', 'yviF'), ('16080592', 3636716, 3637291, '-', 'yviE'), ('16080593', 3637338, 3638234, '-', 'flgL'), ('16080594', 3638245, 3639768, '-', 'flgK'), ('16080595', 3639787, 3640269, '-', 'yvyG'), ('16080596', 3640285, 3640551, '-', 'flgM')]
668 	[('16080598', 3641125, 3641814, '-', 'comFC'), ('16080599', 3641811, 3642107, '-', 'comFB')]
669 	[('16080604', 3646753, 3647406, '+', 'yvyE'), ('16080605', 3647406, 3648581, '+', 'yvhJ')]
670 	[('16080607', 3649875, 3651068, '-', 'tuaH'), ('16080608', 3651097, 3651855, '-', 'tuaG'), ('16080609', 3651879, 3652559, '-', 'tuaF'), ('16080610', 3652588, 3654054, '-', 'tuaE')]
671 	[('16080612', 3655586, 3656755, '-', 'tuaC'), ('16080613', 3656752, 3658203, '-', 'tuaB')]
672 	[('16080615', 3659119, 3660609, '-', 'lytC'), ('16080616', 3660648, 3662765, '-', 'lytB'), ('16080617', 3662789, 3663097, '-', 'lytA')]
673 	[('16080623', 3673564, 3675147, '-', 'tagH'), ('16080624', 3675167, 3675994, '-', 'tagG')]
674 	[('16080625', 3676159, 3678399, '-', 'tagF'), ('16080626', 3678399, 3680420, '-', 'tagE')]
675 	[('16080628', 3681370, 3682140, '+', 'tagA'), ('16080629', 3682173, 3683318, '+', 'tagB')]
676 	[('255767773', 3688812, 3690263, '+', 'gerBA'), ('255767774', 3690269, 3691375, '+', 'gerBB'), ('16080635', 3691372, 3692496, '+', 'gerBC')]
677 	[('16080640', 3697639, 3697806, '-', 'pgsE'), ('16080641', 3697821, 3698963, '-', 'pgsA'), ('16080642', 3698982, 3699431, '-', 'pgsC'), ('255767777', 3699446, 3700627, '-', 'pgsB')]
678 	[('16080644', 3701411, 3702391, '+', 'rbsR'), ('16080645', 3702393, 3703274, '+', 'rbsK'), ('16080646', 3703271, 3703666, '+', 'rbsD'), ('16080647', 3703682, 3705163, '+', 'rbsA'), ('16080648', 3705165, 3706133, '+', 'rbsC'), ('16080649', 3706145, 3707062, '+', 'rbsB')]
679 	[('16080664', 3720925, 3721401, '+', 'ywrC'), ('16080665', 3721415, 3722008, '+', 'ywrB'), ('16080666', 3722005, 3722541, '+', 'ywrA')]
680 	[('16080667', 3722568, 3722789, '-', 'ywqO'), ('16080668', 3722786, 3723331, '-', 'ywqN')]
681 	[('255767779', 3724420, 3725136, '-', 'ywqL'), ('16080671', 3725146, 3725610, '-', 'ywqK'), ('16080672', 3725600, 3727408, '-', 'ywqJ'), ('16080673', 3727427, 3727687, '-', 'ywqI'), ('16080674', 3727697, 3728119, '-', 'ywqH')]
682 	[('16080678', 3731822, 3732535, '-', 'ptkA'), ('16080679', 3732525, 3733271, '-', 'ywqC')]
683 	[('255767781', 3733852, 3735462, '+', 'ywqB'), ('16080681', 3735449, 3738217, '+', 'ywqA')]
684 	[('16080682', 3738343, 3739200, '-', 'ywpJ'), ('16080683', 3739206, 3739982, '-', 'glcR')]
685 	[('255767784', 3745436, 3746245, '-', 'flhP'), ('16080693', 3746279, 3747091, '-', 'flhO')]
686 	[('16080695', 3748421, 3748702, '-', 'spoIIID'), ('16080696', 3748717, 3748827, '-', 'usd')]
687 	[('16080697', 3749052, 3749465, '+', 'ywoH'), ('16080698', 3749487, 3750677, '+', 'ywoG')]
688 	[('16080701', 3753933, 3755291, '-', 'ywoD'), ('255767785', 3755291, 3755860, '-', 'ywoC')]
689 	[('16080704', 3756790, 3758004, '+', 'amtB'), ('16080705', 3758016, 3758366, '+', 'glnK')]
