Symbol	Degree	Clustering Coefficient
SMAD1	65	0.0716346153846
SMAD2	126	0.0764489902964
SMAD3	159	0.0699785048961
SMAD4	118	0.0543242068666
SMAD5	26	0.181538461538
SMAD6	23	0.264822134387
SMAD7	46	0.189371980676
SMAD9	9	0.428571428571
SMAGP	1	0.0
SMAP1	5	0.2
SMAP2	1	0.0
SMARCA1	9	0.472222222222
SMARCA2	84	0.161790017212
SMARCA4	155	0.0961038961039
SMARCA5	44	0.183932346723
SMARCAD1	117	0.0604185086944
SMARCAL1	2	0.0
SMARCB1	95	0.129499766246
SMARCC1	77	0.177297297297
SMARCC2	67	0.20578923564
SMARCD1	46	0.213526570048
SMARCD2	14	0.384615384615
SMARCD3	8	0.392857142857
SMARCE1	59	0.225563909774
SMC1A	58	0.104545454545
SMC1B	1	0.0
SMC2	22	0.220779220779
SMC3	58	0.102843315185
SMC4	16	0.383333333333
SMC5	6	0.333333333333
SMC6	4	0.333333333333
SMCHD1	4	0.5
SMCP	2	1.0
SMCR7	4	0.5
SMCR7L	3	0.666666666667
SMCR8	2	1.0
SMEK1	5	0.5
SMEK2	5	0.5
SMG1	9	0.428571428571
SMG5	1	0.0
SMG6	2	1.0
SMG7	2	0.0
SMG8	1	0.0
SMN1	160	0.0240264452149
SMN2	10	0.533333333333
SMNDC1	19	0.157894736842
SMO	3	0.0
SMOC2	1	0.0
SMOX	1	0.0
SMPD1	4	0.0
SMPD2	1	0.0
SMPD4	2	1.0
SMR3B	1	0.0
SMS	5	0.4
SMTN	4	0.5
SMU1	4	0.5
SMUG1	2	1.0
SMURF1	119	0.0353226036177
SMURF2	63	0.0568306010929
SMYD2	10	0.177777777778
SMYD3	12	0.348484848485
SMYD5	1	0.0
SNAI1	22	0.151515151515
SNAI2	3	0.333333333333
SNAI3	3	0.333333333333
SNAP23	33	0.121212121212
SNAP23P	1	0.0
SNAP25	24	0.134057971014
SNAP29	20	0.130718954248
SNAP47	1	0.0
SNAP91	3	0.0
SNAPC1	10	0.155555555556
SNAPC2	2	1.0
SNAPC3	3	1.0
SNAPC4	9	0.25
SNAPC5	6	0.0666666666667
SNAPIN	26	0.0861538461538
SNCA	320	0.00259905164375
SNCAIP	22	0.142105263158
SNCB	7	0.285714285714
SNCG	15	0.0380952380952
SND1	22	0.17316017316
SNF1	1	0.0
SNF8	12	0.311111111111
SNG1	1	0.0
SNIP1	10	0.266666666667
SNORA67	1	0.0
SNRK	2	0.0
SNRNP200	38	0.132290184922
SNRNP25	2	0.0
SNRNP27	4	0.833333333333
SNRNP35	6	0.0
SNRNP40	22	0.220779220779
SNRNP48	3	0.0
SNRNP70	23	0.162055335968
SNRPA	15	0.320512820513
SNRPA1	13	0.307692307692
SNRPB	36	0.146031746032
SNRPB2	8	0.392857142857
SNRPC	6	0.6
SNRPD1	29	0.20197044335
SNRPD2	31	0.212903225806
SNRPD2P1	4	0.333333333333
SNRPD3	31	0.208602150538
SNRPE	24	0.289855072464
SNRPEP2	1	0.0
SNRPF	18	0.287581699346
SNRPG	26	0.153846153846
SNRPN	10	0.222222222222
SNTA1	15	0.0571428571429
SNTB1	5	0.1
SNTB2	12	0.136363636364
SNTG1	3	0.333333333333
SNU114	1	0.0
SNUPN	14	0.197802197802
SNURF	2	0.0
SNW1	71	0.0909456740443
SNX1	16	0.263736263736
SNX10	1	0.0
SNX11	1	0.0
SNX12	1	0.0
SNX13	2	1.0
SNX14	1	0.0
SNX15	1	0.0
SNX17	7	0.190476190476
SNX18	2	1.0
SNX19	1	0.0
SNX2	12	0.454545454545
SNX20	2	0.0
SNX22	3	0.333333333333
SNX24	2	0.0
SNX25	1	0.0
SNX27	3	0.666666666667
SNX3	4	0.666666666667
SNX30	2	1.0
SNX33	3	0.0
SNX4	9	0.5
SNX5	11	0.181818181818
SNX6	18	0.209150326797
SNX7	4	0.0
SNX8	1	0.0
SNX9	12	0.19696969697
SOAT1	1	0.0
SOAT2	1	0.0
SOBP	2	0.0
SOCS1	34	0.162210338681
SOCS2	12	0.136363636364
SOCS3	24	0.123188405797
SOCS5	1	0.0
SOCS6	12	0.227272727273
SOCS7	1	0.0
SOD1	16	0.191666666667
SOD2	9	0.277777777778
SOHLH2	1	0.0
SOLH	1	0.0
SON	7	0.333333333333
SORBS1	13	0.0897435897436
SORBS2	15	0.0571428571429
SORBS3	17	0.0147058823529
SORD	3	0.0
SORL1	4	0.0
SORT1	6	0.266666666667
SOS1	36	0.122222222222
SOS2	8	0.25
SOSTDC1	3	0.0
SOX10	3	1.0
SOX13	2	0.0
SOX15	1	0.0
SOX18	1	0.0
SOX2	55	0.0907111756168
SOX3	1	0.0
SOX30	3	0.0
SOX4	6	0.466666666667
SOX5	1	0.0
SOX6	4	0.166666666667
SOX8	3	0.0
SOX9	12	0.212121212121
SP1	195	0.0551942902458
SP100	19	0.327485380117
SP110	12	0.0151515151515
SP140L	2	1.0
SP2	5	0.2
SP3	25	0.38
SP4	6	0.666666666667
SP5	1	0.0
SP8	3	0.0
SPA17	2	0.0
SPACA3	1	0.0
SPAG1	3	0.333333333333
SPAG4	1	0.0
SPAG5	10	0.111111111111
SPAG7	2	1.0
SPAG8	1	0.0
SPAG9	13	0.128205128205
SPANXN3	1	0.0
SPARC	9	0.0
SPARCL1	3	0.333333333333
SPATA13	1	0.0
SPATA2	13	0.230769230769
SPATA2L	2	1.0
SPATA5	1	0.0
SPATA5L1	1	0.0
SPATC1	3	0.333333333333
SPATS2L	2	1.0
SPC24	15	0.4
SPC25	10	0.755555555556
SPCS1	1	0.0
SPCS2	3	0.333333333333
SPCS3	1	0.0
SPDEF	3	0.0
SPDYA	3	0.666666666667
SPECC1	7	0.0
SPECC1L	4	0.333333333333
SPEF1	2	0.0
SPEG	1	0.0
SPEN	14	0.307692307692
SPERT	5	0.0
SPF1	1	0.0
SPG11	1	0.0
SPG20	21	0.157142857143
SPG21	12	0.151515151515
SPG7	7	0.0952380952381
SPHK1	4	0.5
SPHK2	1	0.0
SPI1	31	0.148387096774
SPIB	12	0.222222222222
SPICE1	3	0.333333333333
SPIN1	5	0.5
SPIN2A	1	0.0
SPIN3	1	0.0
SPIN4	1	0.0
SPINK7	8	0.0
SPINT1	2	1.0
SPINT2	3	0.333333333333
SPINT3	1	0.0
SPIRE1	2	1.0
SPN	3	0.333333333333
SPNS1	4	0.166666666667
SPOCK2	2	0.0
SPOCK3	3	0.0
SPOP	18	0.143790849673
SPP1	6	0.0
SPPL2A	1	0.0
SPR	2	1.0
SPRED1	11	0.163636363636
SPRED2	2	0.0
SPRED3	1	0.0
SPRR1B	1	0.0
SPRR2B	3	0.0
SPRR2C	2	1.0
SPRR2D	5	0.0
SPRR2E	4	0.0
SPRR2G	4	0.0
SPRY1	5	0.0
SPRY2	38	0.0881934566145
SPRY3	1	0.0
SPRY4	3	0.0
SPRYD3	2	1.0
SPRYD5	4	0.5
SPRYD7	1	0.0
SPSB1	5	0.5
SPSB2	2	1.0
SPSB3	2	1.0
SPSB4	2	1.0
SPT2	1	0.0
SPT4	1	0.0
SPT5	1	0.0
SPTA1	12	0.272727272727
SPTAN1	42	0.0836236933798
SPTB	7	0.47619047619
SPTBN1	31	0.118279569892
SPTBN2	6	0.266666666667
SPTBN4	11	0.0
SPTLC1	8	0.25
SPTLC2	2	1.0
SPTSSA	1	0.0
SPTY2D1	1	0.0
SPZ1	1	0.0
SQLE	1	0.0
SQRDL	2	1.0
SQSTM1	84	0.0493827160494
SRA1	8	0.785714285714
SRBD1	4	0.666666666667
SRC	188	0.0443475733798
SRCAP	13	0.551282051282
SRCIN1	3	0.333333333333
SRD5A3	1	0.0
SREBF1	42	0.19512195122
SREBF2	53	0.101960784314
SREK1	56	0.0475192173305
SRF	52	0.0636734693878
SRFBP1	1	0.0
SRGAP1	2	0.0
SRGAP2	12	0.242424242424
SRGAP2P1	1	0.0
SRGAP3	3	0.333333333333
SRGN	6	0.0
SRI	13	0.181818181818
SRM	3	0.666666666667
SRMS	2	0.0
SRP14	7	0.333333333333
SRP19	5	0.4
SRP54	6	0.333333333333
SRP68	6	0.333333333333
SRP72	8	0.285714285714
SRP9	3	0.666666666667
SRPK1	15	0.285714285714
SRPK2	12	0.242424242424
SRPK3	2	0.0
SRPR	2	1.0
SRPRB	11	0.127272727273
SRPX	2	0.0
SRR	4	1.0
SRRM1	105	0.0798534798535
SRRM2	134	0.0590281674335
SRRM4	1	0.0
SRRT	13	0.24358974359
SRSF1	44	0.131242740999
SRSF10	7	0.428571428571
SRSF11	10	0.288888888889
SRSF2	20	0.263157894737
SRSF3	22	0.108225108225
SRSF4	13	0.307692307692
SRSF5	18	0.137254901961
SRSF6	14	0.263736263736
SRSF7	13	0.294871794872
SRSF8	2	0.0
SRSF9	12	0.227272727273
SRXN1	1	0.0
SRY	8	0.392857142857
SS18	9	0.277777777778
SS18L1	25	0.0733333333333
SS18L2	1	0.0
SSA1	1	0.0
SSB	15	0.171428571429
SSBP1	22	0.0842105263158
SSBP2	7	0.238095238095
SSBP3	9	0.194444444444
SSBP4	6	0.133333333333
SSE1	2	0.0
SSFA2	6	0.466666666667
SSH1	4	0.166666666667
SSH2	2	0.0
SSH3	1	0.0
SSM4	2	0.0
SSN2	1	0.0
SSNA1	2	1.0
SSPN	2	0.0
SSPO	2	0.0
SSR1	8	0.321428571429
SSR2	2	1.0
SSR3	5	0.4
SSR4	9	0.194444444444
SSRP1	39	0.208708708709
SSSCA1	21	0.0584795321637
SST	1	0.0
SSTR1	1	0.0
SSTR2	3	0.0
SSTR3	12	0.0151515151515
SSTR4	1	0.0
SSTR5	4	0.0
SSU72	6	0.733333333333
SSU72P2	1	0.0
SSX1	2	0.0
SSX2	2	0.0
SSX2IP	4	0.333333333333
SSX3	6	0.0
SSX4	4	0.0
SSX5	3	0.0
ST13	10	0.155555555556
ST13P4	1	0.0
ST13P5	1	0.0
ST14	2	1.0
ST3GAL2	1	0.0
ST3GAL3	4	0.0
ST3GAL4	1	0.0
ST5	3	0.666666666667
ST6GAL1	3	0.0
ST6GALNAC1	1	0.0
ST7	7	0.142857142857
ST8SIA2	1	0.0
ST8SIA6	1	0.0
STAB2	3	0.666666666667
STAC	7	0.0
STAC3	4	0.0
STAG1	15	0.495238095238
STAG2	16	0.6
STAG3	2	1.0
STAM	14	0.21978021978
STAM2	17	0.169117647059
STAMBP	24	0.123188405797
STAMBPL1	10	0.222222222222
STAP1	6	0.266666666667
STAP2	2	0.0
STAR	4	0.0
STARD13	10	0.0666666666667
STARD3NL	1	0.0
STARD4	1	0.0
STARD7	1	0.0
STARD9	3	0.0
STAT1	67	0.0879807692308
STAT2	15	0.295238095238
STAT3	88	0.120109439124
STAT4	4	0.166666666667
STAT5A	32	0.183467741935
STAT5B	22	0.242105263158
STAT6	30	0.197701149425
STATH	1	0.0
STAU1	33	0.102272727273
STAU2	5	0.2
STBD1	3	1.0
STC2	12	0.136363636364
STE11	1	0.0
STE20	1	0.0
STE7	1	0.0
STEAP1	1	0.0
STEAP2	1	0.0
STEAP3	3	0.666666666667
STEAP4	1	0.0
STF1	1	0.0
STIL	1	0.0
STIM1	3	1.0
STIM2	5	0.6
STIP1	22	0.181818181818
STK10	1	0.0
STK11	21	0.161904761905
STK11IP	5	0.3
STK16	23	0.0714285714286
STK17A	4	1.0
STK17B	2	0.0
STK19	6	0.333333333333
STK24	41	0.264634146341
STK25	22	0.52380952381
STK3	20	0.131578947368
STK31	1	0.0
STK32C	2	1.0
STK33	1	0.0
STK35	2	1.0
STK36	7	0.0
STK38	15	0.161904761905
STK38L	5	0.3
STK39	11	0.138888888889
STK4	23	0.166666666667
STK40	3	0.0
STMN1	7	0.142857142857
STMN2	11	0.0909090909091
STMN3	3	0.666666666667
STMN4	3	0.0
STOM	12	0.111111111111
STOML1	3	0.333333333333
STOML2	4	0.166666666667
STON1-GTF2A1L	1	0.0
STON2	7	0.380952380952
STOX1	1	0.0
STOX2	1	0.0
STP2	2	0.0
STRA13	9	0.527777777778
STRADA	3	1.0
STRADB	5	0.3
STRAP	21	0.175438596491
STRBP	4	0.0
STRN	32	0.483870967742
STRN3	33	0.475378787879
STRN4	29	0.283251231527
STT3A	6	0.4
STT3B	5	0.4
STUB1	121	0.0693633385558
STX10	2	1.0
STX11	13	0.0545454545455
STX12	9	0.361111111111
STX16	3	0.333333333333
STX17	3	0.666666666667
STX18	7	0.285714285714
STX1A	39	0.0345345345345
STX1B	7	0.47619047619
STX2	12	0.30303030303
STX3	11	0.218181818182
STX4	24	0.144927536232
STX5	24	0.141304347826
STX6	7	0.52380952381
STX7	13	0.320512820513
STX8	10	0.4
STXBP1	15	0.104761904762
STXBP2	1	0.0
STXBP3	6	0.666666666667
STXBP4	2	0.0
STXBP5	5	0.2
STXBP6	1	0.0
STYK1	1	0.0
STYXL1	7	0.285714285714
SUB1	21	0.216374269006
SUCLA2	5	0.2
SUCLG1	2	1.0
SUCLG2	4	0.5
SUDS3	12	0.622222222222
SUFU	20	0.0718954248366
SUGP1	2	1.0
SUGP2	3	0.0
SUGT1	9	0.222222222222
SULF1	1	0.0
SULF2	2	1.0
SULT1A1	1	0.0
SULT1A2	2	1.0
SULT1A3	3	0.666666666667
SULT1C2	1	0.0
SULT1E1	11	0.0
SULT2B1	2	0.0
SUMF2	4	0.333333333333
SUMO1	543	0.0145409735059
SUMO1P1	1	0.0
SUMO2	1152	0.0075029326068
SUMO2P1	1	0.0
SUMO3	56	0.107617051013
SUMO4	95	0.0367301231803
SUN1	3	0.666666666667
SUN2	10	0.2
SUOX	1	0.0
SUP35	3	0.0
SUP45	1	0.0
SUPT16H	28	0.224615384615
SUPT3H	29	0.295566502463
SUPT4H1	6	0.266666666667
SUPT5H	21	0.180952380952
SUPT6H	8	0.392857142857
SUPT7L	15	0.27619047619
SUPV3L1	2	0.0
SURF2	4	0.0
SURF4	6	0.266666666667
SURF6	2	0.0
SUSD1	1	0.0
SUSD2	2	0.0
SUV3	1	0.0
SUV39H1	52	0.15987933635
SUV39H2	11	0.0
SUV420H1	2	1.0
SUV420H2	10	0.288888888889
SUZ12	43	0.142682926829
SV2A	1	0.0
SV2B	2	1.0
SV2C	1	0.0
SVIL	35	0.0134453781513
SVIP	12	0.30303030303
SWAP70	5	0.5
SWE1	1	0.0
SWR1	1	0.0
SYAP1	1	0.0
SYBU	4	0.166666666667
SYCP1	2	0.0
SYCP3	3	1.0
SYDE1	2	1.0
SYDE2	1	0.0
SYF2	5	0.2
SYK	58	0.11038961039
SYMPK	7	0.333333333333
SYN1	19	0.0955882352941
SYN2	10	0.25
SYN3	2	1.0
SYNC	1	0.0
SYNCRIP	33	0.0890151515152
SYNE1	19	0.154411764706
SYNE2	10	0.177777777778
SYNGAP1	4	0.166666666667
SYNGR1	1	0.0
SYNGR2	1	0.0
SYNGR3	1	0.0
SYNJ1	7	0.285714285714
SYNJ2	10	0.333333333333
SYNJ2BP	8	0.178571428571
SYNM	10	0.2
SYNPO	5	0.4
SYNPO2	4	0.5
SYNRG	4	0.0
SYP	6	0.0666666666667
SYPL1	1	0.0
SYS1	1	0.0
SYT1	20	0.110526315789
SYT10	2	0.0
SYT11	3	0.666666666667
SYT13	3	0.0
SYT14	1	0.0
SYT16	3	0.0
SYT17	4	0.0
SYT2	3	0.666666666667
SYT3	4	0.0
SYT4	2	0.0
SYT5	3	0.0
SYT6	2	0.0
SYT7	2	0.0
SYT8	1	0.0
SYT9	4	0.0
SYTL1	4	0.166666666667
SYTL2	5	0.1
SYTL3	3	0.666666666667
SYTL4	9	0.0555555555556
SYTL5	3	0.0
SYVN1	38	0.130158730159
SZT2	1	0.0
Safb	5	0.2
Samd8	1	0.0
Samm50	1	0.0
Sap18	2	1.0
Sap30	1	0.0
Sardh	1	0.0
Sass6	13	0.0128205128205
Scap	2	1.0
Schip1	1	0.0
Scn2a1	1	0.0
Scnn1a	1	0.0
Scnn1g	1	0.0
Senp2	3	0.333333333333
Sep1	2	0.0
Sept2	1	0.0
Sept5	1	0.0
Sept6	1	0.0
Sept7	1	0.0
Serpina3k	1	0.0
Set	2	0.0
Sf1	1	0.0
Sf3a1	35	0.0823529411765
Sftpc	1	0.0
Sftpd	1	0.0
Sgce	2	1.0
Sgol1	5	0.3
Sgol2	14	0.153846153846
Sh2b1	1	0.0
Sh2d1b1	3	0.0
Sh3d21	1	0.0
Sh3kbp1	1	0.0
Sh3rf1	1	0.0
Shank1	2	0.0
Sharpin	6	0.333333333333
Shc1	2	0.0
Shcbp1	8	0.214285714286
Shh	3	0.666666666667
Shoc2	11	0.0
Shprh	5	0.7
Shroom1	1	0.0
Siah2	1	0.0
Sin3a	20	0.0578947368421
Sin3b	4	0.0
Sip1	3	0.333333333333
Skap2	1	0.0
Skil	3	0.0
Skp2	3	0.0
Slc1a2	1	0.0
Slc1a3	1	0.0
Slc25a1	1	0.0
Slc25a11	1	0.0
Slc25a12	1	0.0
Slc25a13	1	0.0
Slc25a22	1	0.0
Slc25a3	1	0.0
Slc25a4	2	0.0
Slc7a7	1	0.0
Slc9a1	1	0.0
Slc9a3r1	1	0.0
Smad1	2	0.0
Smad2	5	0.9
Smad3	7	0.428571428571
Smad6	3	0.666666666667
Smad7	7	0.333333333333
Smap1	1	0.0
Smarca2	1	0.0
Smarca4	1	0.0
Smarcb1	1	0.0
Smarcd1	1	0.0
Smarce1	3	0.333333333333
Smc6	8	0.107142857143
Smr	1	0.0
Snai1	1	0.0
Snap23	4	0.0
Snap25	4	0.0
Snca	1	0.0
Sncaip	2	1.0
Snta1	1	0.0
Sntg1	1	0.0
Snw1	28	0.0502645502646
Socs1	4	0.833333333333
Socs2	2	1.0
Socs3	2	1.0
Socs4	2	1.0
Socs5	2	1.0
Socs6	4	0.666666666667
Socs7	2	1.0
Sp1	6	0.2
Spag5	10	0.0
Spna2	1	0.0
Spnb2	3	0.0
Spry2	1	0.0
Sqstm1	8	0.5
Src	1	0.0
Srcin1	1	0.0
Srf	1	0.0
Srgap1	1	0.0
Srsf4	2	1.0
Srsf5	1	0.0
Ssrp1	1	0.0
Sstr2	3	0.0
Stag2	14	0.241758241758
Stam	1	0.0
Stam2	1	0.0
Stat1	5	0.6
Stat2	1	0.0
Stat3	2	0.0
Stat5a	2	0.0
Stat5b	1	0.0
Stat92E	1	0.0
Stk11	1	0.0
Stk35	3	0.333333333333
Stk38	4	0.0
Strap	1	0.0
Stub1	12	0.136363636364
Stx17	1	0.0
Stx1a	1	0.0
Stx5	1	0.0
Stx6	1	0.0
Stx7	1	0.0
Stx8	3	0.0
Stxbp1	1	0.0
Su(fu)	1	0.0
Su(var)205	2	1.0
Suds3	2	1.0
Sufu	3	0.666666666667
Sult1e1	1	0.0
Supt5h	11	0.0
Supt6h	2	0.0
Suv39h1	1	0.0
Suz12	1	0.0
Swap70	1	0.0
Sync	1	0.0
Synj1	2	1.0
Syp	1	0.0
Syt2	1	0.0
Sytl1	1	0.0
Syvn1	1	0.0
TAAR6	1	0.0
TAB1	57	0.0538847117794
TAB2	28	0.246153846154
TAB3	10	0.607142857143
TAC1	8	0.0
TAC3	7	0.0
TAC4	1	0.0
TACC1	11	0.2
TACC2	11	0.236363636364
TACC3	12	0.136363636364
TACO1	2	1.0
TACR1	2	0.0
TACR2	2	0.0
TACR3	1	0.0
TACSTD2	1	0.0
TADA1	7	0.857142857143
TADA2A	107	0.0560747663551
TADA2B	3	0.666666666667
TADA3	30	0.183908045977
TAF1	40	0.187179487179
TAF10	60	0.0971751412429
TAF11	18	0.202614379085
TAF12	18	0.313725490196
TAF13	19	0.321637426901
TAF15	22	0.207792207792
TAF1A	18	0.385620915033
TAF1B	24	0.260869565217
TAF1C	15	0.352380952381
TAF1D	43	0.0686600221484
TAF1L	3	1.0
TAF2	11	0.454545454545
TAF3	10	0.2
TAF4	22	0.263157894737
TAF4B	2	1.0
TAF5	17	0.477941176471
TAF5L	17	0.352941176471
TAF6	38	0.27453769559
TAF6L	9	0.555555555556
TAF7	23	0.177865612648
TAF7L	3	1.0
TAF8	14	0.636363636364
TAF9	48	0.198581560284
TAF9B	7	0.0952380952381
TAG	1	0.0
TAGLN	5	0.5
TAGLN2	9	0.166666666667
TAGLN3	1	0.0
TAH1	2	1.0
TAH18	1	0.0
TAL1	47	0.159595959596
TAL2	7	0.142857142857
TALDO1	3	0.666666666667
TANC1	1	0.0
TANK	19	0.210526315789
TAOK1	7	0.190476190476
TAOK2	5	0.5
TAOK3	3	0.333333333333
TAP1	13	0.269230769231
TAP2	5	0.5
TAPBP	10	0.377777777778
TAPT1	1	0.0
TAR	1	0.0
TARBP1	3	0.333333333333
TARBP2	12	0.0444444444444
TARDBP	25	0.11
TARS	18	0.137254901961
TARS2	2	0.0
TARSL2	1	0.0
TAS1R1	1	0.0
TAS1R2	1	0.0
TAS1R3	2	0.0
TAS2R13	3	1.0
TAT	10	0.311111111111
TATDN1	1	0.0
TAX1BP1	9	0.416666666667
TAX1BP3	4	0.166666666667
TAZ	1	0.0
TBC1D1	2	1.0
TBC1D10A	2	1.0
TBC1D10B	1	0.0
TBC1D13	1	0.0
TBC1D14	1	0.0
TBC1D15	4	0.5
TBC1D17	10	0.222222222222
TBC1D19	1	0.0
TBC1D20	1	0.0
TBC1D23	1	0.0
TBC1D24	1	0.0
TBC1D25	2	1.0
TBC1D2B	1	0.0
TBC1D3F	1	0.0
TBC1D4	7	0.238095238095
TBC1D5	4	0.5
TBC1D7	7	0.380952380952
TBC1D8	1	0.0
TBC1D8B	1	0.0
TBC1D9	1	0.0
TBC1D9B	1	0.0
TBCA	1	0.0
TBCB	1	0.0
TBCD	6	0.4
TBCE	1	0.0
TBCEL	1	0.0
TBK1	52	0.0920060331825
TBKBP1	11	0.327272727273
TBL1X	24	0.20652173913
TBL1XR1	15	0.333333333333
TBL2	3	0.666666666667
TBL3	11	0.163636363636
TBP	120	0.08633927278
TBPL1	18	0.254901960784
TBPL2	5	0.1
TBR1	3	1.0
TBRG1	2	1.0
TBRG4	3	0.333333333333
TBX1	2	1.0
TBX2	3	0.0
TBX20	1	0.0
TBX21	6	0.333333333333
TBX3	7	0.3
TBX5	5	0.4
TBXA2R	5	0.0
TCAP	7	0.0952380952381
TCEA1	30	0.2
TCEA2	27	0.0598290598291
TCEAL1	18	0.156862745098
TCEAL2	6	0.466666666667
TCEAL4	5	0.9
TCEAL6	1	0.0
TCEAL7	1	0.0
TCEAL8	2	1.0
TCEANC	10	0.0222222222222
TCEB1	55	0.0909090909091
TCEB2	38	0.135135135135
TCEB3	10	0.311111111111
TCEB3B	11	0.109090909091
TCEB3C	1	0.0
TCERG1	53	0.103773584906
TCF12	17	0.169117647059
TCF15	1	0.0
TCF19	3	0.0
TCF20	9	0.361111111111
TCF21	4	0.0
TCF23	1	0.0
TCF24	1	0.0
TCF25	5	0.4
TCF3	116	0.0380375718056
TCF4	26	0.16
TCF7	2	0.0
TCF7L1	2	1.0
TCF7L2	15	0.342857142857
TCFL5	1	0.0
TCHH	1	0.0
TCHP	5	0.0
TCIRG1	2	0.0
TCL1A	8	0.0
TCL1B	2	0.0
TCN1	1	0.0
TCOF1	12	0.318181818182
TCP1	40	0.316666666667
TCP10L	3	0.0
TCP11	2	0.0
TCP11L1	4	0.333333333333
TCTEX1D2	3	0.0
TCTN2	1	0.0
TDG	19	0.415204678363
TDGF1	6	0.0
TDH	1	0.0
TDO2	2	0.0
TDP1	3	0.666666666667
TDP2	13	0.346153846154
TDRD1	2	1.0
TDRD3	1	0.0
TDRD6	2	1.0
TDRD7	4	0.333333333333
TDRKH	1	0.0
TEA1	1	0.0
TEAD1	8	0.0714285714286
TEAD2	4	0.333333333333
TEAD3	6	0.133333333333
TEAD4	4	0.0
TEC	18	0.222222222222
TECPR1	9	0.0833333333333
TECPR2	1	0.0
TECR	1	0.0
TEK	8	0.142857142857
TEKT4	2	0.0
TELO2	19	0.245614035088
TEN1	1	0.0
TENC1	2	1.0
TEP1	3	0.666666666667
TERC	3	0.0
TERF1	128	0.0359365079365
TERF2	189	0.0234604105572
TERF2IP	19	0.352941176471
TERT	24	0.166666666667
TES	8	0.285714285714
TESC	6	0.133333333333
TESK1	7	0.0
TESK2	1	0.0
TET1	1	0.0
TET2	2	0.0
TEX1	1	0.0
TEX10	5	0.4
TEX11	23	0.0
TEX28	1	0.0
TEX9	1	0.0
TF	13	0.0512820512821
TFAM	4	0.333333333333
TFAP2A	18	0.300653594771
TFAP2B	8	0.107142857143
TFAP2C	8	0.285714285714
TFAP4	4	0.333333333333
TFB1M	3	0.666666666667
TFB2M	3	0.666666666667
TFCP2	16	0.241666666667
TFDP1	19	0.327485380117
TFDP2	10	0.688888888889
TFE3	22	0.0526315789474
TFEC	4	1.0
TFF1	11	0.222222222222
TFF2	1	0.0
TFF3	1	0.0
TFG	15	0.115384615385
TFIP11	6	0.266666666667
TFPI	3	0.0
TFPT	22	0.5
TFR2	3	0.333333333333
TFRC	14	0.0909090909091
TG	4	0.0
TGDS	1	0.0
TGFA	4	0.0
TGFB1	28	0.0846560846561
TGFB1I1	15	0.209523809524
TGFB2	10	0.266666666667
TGFB3	2	0.0
TGFBI	1	0.0
TGFBR1	146	0.0152102031176
TGFBR2	23	0.173913043478
TGFBR3	2	1.0
TGFBRAP1	6	0.333333333333
TGIF1	18	0.143790849673
TGIF2	4	0.333333333333
TGIF2LY	2	0.0
TGM1	2	0.0
TGM2	15	0.230769230769
TGM3	6	0.2
TGM5	1	0.0
TGOLN2	5	0.4
TGS1	8	0.392857142857
TH	2	0.0
TH1L	32	0.0907258064516
THADA	1	0.0
THAP1	18	0.0416666666667
THAP10	2	0.0
THAP11	8	0.466666666667
THAP2	1	0.0
THAP3	3	1.0
THAP4	1	0.0
THAP5	2	1.0
THAP7	14	0.0989010989011
THAP8	3	0.0
THBD	2	0.0
THBS1	26	0.0553846153846
THBS2	3	0.0
THBS3	2	0.0
THEG	2	0.0
THEM4	1	0.0
THG1L	2	0.0
THI7	1	0.0
THNSL1	2	0.0
THNSL2	1	0.0
THO2	1	0.0
THOC1	4	0.333333333333
THOC2	4	0.5
THOC3	4	0.5
THOC4	22	0.152631578947
THOC6	1	0.0
THOC7	7	0.333333333333
THOP1	3	0.666666666667
THP2	1	0.0
THR1	1	0.0
THRA	58	0.109497882638
THRAP3	31	0.0881720430108
THRB	43	0.113414634146
THSD7A	2	0.0
THSD7B	1	0.0
THTPA	1	0.0
THUMPD1	1	0.0
THUMPD2	1	0.0
THUMPD3	2	1.0
THY1	8	0.2
THYN1	1	0.0
TI(GAU)Q	1	0.0
TIA1	3	0.333333333333
TIAF1	2	0.0
TIAL1	1	0.0
TIAM1	17	0.0588235294118
TIAM2	8	0.0714285714286
TICAM1	9	0.444444444444
TICAM2	2	0.0
TID3	1	0.0
TIE1	4	0.166666666667
TIF1	1	0.0
TIFA	12	0.288888888889
TIGD4	1	0.0
TIGD5	1	0.0
TIM23	1	0.0
TIMELESS	17	0.110294117647
TIMM10	2	0.0
TIMM13	9	0.305555555556
TIMM17A	5	0.5
TIMM17B	2	0.0
TIMM21	1	0.0
TIMM23	2	1.0
TIMM23B	1	0.0
TIMM44	5	0.5
TIMM50	14	0.120879120879
TIMM8A	5	0.4
TIMM8B	2	1.0
TIMM9	1	0.0
TIMMDC1	2	1.0
TIMP1	6	0.266666666667
TIMP2	4	0.0
TIMP3	2	0.0
TIMP4	1	0.0
TINAGL1	3	0.0
TINF2	11	0.5
TIPIN	6	0.333333333333
TIPRL	5	0.6
TIRAP	27	0.176666666667
TJAP1	1	0.0
TJP1	48	0.0585106382979
TJP2	21	0.2
TJP3	3	0.666666666667
TK1	157	0.0165898617512
TKT	9	0.142857142857
TKTL2	1	0.0
TLCD1	1	0.0
TLE1	85	0.0152806347341
TLE2	16	0.120879120879
